experiment,variant,sigma,sample_idx,phi,psi
original,physics,1.0,190,-61.039486,-37.224556
original,physics,1.0,191,-70.03382,-28.149237
original,physics,1.0,192,-57.795616,-45.73218
original,physics,1.0,193,-58.433334,-47.097496
original,physics,1.0,194,-76.24602,-23.498812
original,physics,1.0,195,-61.332787,-41.716988
original,physics,1.0,196,-78.709526,-20.850069
original,physics,1.0,197,-33.144047,-159.37262
original,physics,1.0,198,-48.785088,-56.76195
original,physics,1.0,199,-84.24914,132.68983
